profile_id,month,hour,demand_id,value,unit,remark
M02,2,12,cooling,510,kW,2月典型日逐时冷负荷
M02,2,12,steam,6,t/h,2月典型日逐时蒸汽负荷
M02,2,13,electricity,1900,kW,2月典型日逐时电负荷
M02,2,13,cooling,520,kW,2月典型日逐时冷负荷
M02,2,13,steam,6.5,t/h,2月典型日逐时蒸汽负荷
M02,2,14,electricity,2100,kW,2月典型日逐时电负荷
M02,2,14,cooling,530,kW,2月典型日逐时冷负荷
M02,2,14,steam,6.8,t/h,2月典型日逐时蒸汽负荷
M02,2,15,electricity,2100,kW,2月典型日逐时电负荷
M02,2,15,cooling,520,kW,2月典型日逐时冷负荷
M02,2,15,steam,6.8,t/h,2月典型日逐时蒸汽负荷
M02,2,16,electricity,2100,kW,2月典型日逐时电负荷
M02,2,16,cooling,500,kW,2月典型日逐时冷负荷
M02,2,16,steam,6.5,t/h,2月典型日逐时蒸汽负荷
M02,2,17,electricity,2000,kW,2月典型日逐时电负荷
M02,2,17,cooling,480,kW,2月典型日逐时冷负荷
M02,2,17,steam,6.2,t/h,2月典型日逐时蒸汽负荷
M02,2,18,electricity,1900,kW,2月典型日逐时电负荷
M02,2,18,cooling,460,kW,2月典型日逐时冷负荷
M02,2,18,steam,6,t/h,2月典型日逐时蒸汽负荷
M02,2,19,electricity,1900,kW,2月典型日逐时电负荷
M02,2,19,cooling,450,kW,2月典型日逐时冷负荷
M02,2,19,steam,6,t/h,2月典型日逐时蒸汽负荷
M02,2,20,electricity,1900,kW,2月典型日逐时电负荷
M02,2,20,cooling,450,kW,2月典型日逐时冷负荷
M02,2,20,steam,5.8,t/h,2月典型日逐时蒸汽负荷
M02,2,21,electricity,1800,kW,2月典型日逐时电负荷
M02,2,21,cooling,440,kW,2月典型日逐时冷负荷
M02,2,21,steam,5.5,t/h,2月典型日逐时蒸汽负荷
M02,2,22,electricity,1600,kW,2月典型日逐时电负荷
M02,2,22,cooling,430,kW,2月典型日逐时冷负荷
M02,2,22,steam,5,t/h,2月典型日逐时蒸汽负荷
M02,2,23,electricity,1400,kW,2月典型日逐时电负荷
M02,2,23,cooling,420,kW,2月典型日逐时冷负荷
M02,2,23,steam,4.5,t/h,2月典型日逐时蒸汽负荷
M02,2,24,electricity,1200,kW,2月典型日逐时电负荷
M02,2,24,cooling,420,kW,2月典型日逐时冷负荷
M02,2,24,steam,4.2,t/h,2月典型日逐时蒸汽负荷
M03,3,1,electricity,1400,kW,3月典型日逐时电负荷
M03,3,1,cooling,500,kW,3月典型日逐时冷负荷
M03,3,1,steam,4,t/h,3月典型日逐时蒸汽负荷
M03,3,2,electricity,1400,kW,3月典型日逐时电负荷
M03,3,2,cooling,500,kW,3月典型日逐时冷负荷
M03,3,2,steam,4,t/h,3月典型日逐时蒸汽负荷
M03,3,3,electricity,1400,kW,3月典型日逐时电负荷
M03,3,3,cooling,500,kW,3月典型日逐时冷负荷
M03,3,3,steam,4,t/h,3月典型日逐时蒸汽负荷
M03,3,4,electricity,1400,kW,3月典型日逐时电负荷
M03,3,4,cooling,500,kW,3月典型日逐时冷负荷
M03,3,4,steam,4,t/h,3月典型日逐时蒸汽负荷
M03,3,5,electricity,1400,kW,3月典型日逐时电负荷
M03,3,5,cooling,510,kW,3月典型日逐时冷负荷
M03,3,5,steam,4.2,t/h,3月典型日逐时蒸汽负荷
M03,3,6,electricity,1500,kW,3月典型日逐时电负荷
M03,3,6,cooling,530,kW,3月典型日逐时冷负荷
M03,3,6,steam,4.5,t/h,3月典型日逐时蒸汽负荷
M03,3,7,electricity,1800,kW,3月典型日逐时电负荷
M03,3,7,cooling,600,kW,3月典型日逐时冷负荷
M03,3,7,steam,5.5,t/h,3月典型日逐时蒸汽负荷
M03,3,8,electricity,2200,kW,3月典型日逐时电负荷
M03,3,8,cooling,750,kW,3月典型日逐时冷负荷
M03,3,8,steam,6.5,t/h,3月典型日逐时蒸汽负荷
M03,3,9,electricity,2300,kW,3月典型日逐时电负荷
M03,3,9,cooling,850,kW,3月典型日逐时冷负荷
M03,3,9,steam,6.8,t/h,3月典型日逐时蒸汽负荷
M03,3,10,electricity,2400,kW,3月典型日逐时电负荷
M03,3,10,cooling,900,kW,3月典型日逐时冷负荷
M03,3,10,steam,7,t/h,3月典型日逐时蒸汽负荷
M03,3,11,electricity,2400,kW,3月典型日逐时电负荷
M03,3,11,cooling,950,kW,3月典型日逐时冷负荷
M03,3,11,steam,7,t/h,3月典型日逐时蒸汽负荷
M03,3,12,electricity,2100,kW,3月典型日逐时电负荷
M03,3,12,cooling,900,kW,3月典型日逐时冷负荷
M03,3,12,steam,6,t/h,3月典型日逐时蒸汽负荷
M03,3,13,electricity,2200,kW,3月典型日逐时电负荷
M03,3,13,cooling,950,kW,3月典型日逐时冷负荷
M03,3,13,steam,6.5,t/h,3月典型日逐时蒸汽负荷
M03,3,14,electricity,2400,kW,3月典型日逐时电负荷
M03,3,14,cooling,1000,kW,3月典型日逐时冷负荷
M03,3,14,steam,6.8,t/h,3月典型日逐时蒸汽负荷
M03,3,15,electricity,2400,kW,3月典型日逐时电负荷
M03,3,15,cooling,1000,kW,3月典型日逐时冷负荷
M03,3,15,steam,6.8,t/h,3月典型日逐时蒸汽负荷
M03,3,16,electricity,2400,kW,3月典型日逐时电负荷
M03,3,16,cooling,950,kW,3月典型日逐时冷负荷
M03,3,16,steam,6.5,t/h,3月典型日逐时蒸汽负荷
M03,3,17,electricity,2300,kW,3月典型日逐时电负荷
M03,3,17,cooling,850,kW,3月典型日逐时冷负荷
M03,3,17,steam,6.2,t/h,3月典型日逐时蒸汽负荷
M03,3,18,electricity,2200,kW,3月典型日逐时电负荷
M03,3,18,cooling,750,kW,3月典型日逐时冷负荷
M03,3,18,steam,6,t/h,3月典型日逐时蒸汽负荷
M03,3,19,electricity,2200,kW,3月典型日逐时电负荷
M03,3,19,cooling,700,kW,3月典型日逐时冷负荷
M03,3,19,steam,6,t/h,3月典型日逐时蒸汽负荷
M03,3,20,electricity,2200,kW,3月典型日逐时电负荷
M03,3,20,cooling,650,kW,3月典型日逐时冷负荷
M03,3,20,steam,5.8,t/h,3月典型日逐时蒸汽负荷
M03,3,21,electricity,2100,kW,3月典型日逐时电负荷
M03,3,21,cooling,600,kW,3月典型日逐时冷负荷
M03,3,21,steam,5.5,t/h,3月典型日逐时蒸汽负荷
M03,3,22,electricity,1900,kW,3月典型日逐时电负荷
M03,3,22,cooling,550,kW,3月典型日逐时冷负荷
M03,3,22,steam,5,t/h,3月典型日逐时蒸汽负荷
M03,3,23,electricity,1600,kW,3月典型日逐时电负荷
M03,3,23,cooling,520,kW,3月典型日逐时冷负荷
M03,3,23,steam,4.5,t/h,3月典型日逐时蒸汽负荷
M03,3,24,electricity,1400,kW,3月典型日逐时电负荷
M03,3,24,cooling,500,kW,3月典型日逐时冷负荷
M03,3,24,steam,4.2,t/h,3月典型日逐时蒸汽负荷
M04,4,1,electricity,1450,kW,4月典型日逐时电负荷
M04,4,1,cooling,700,kW,4月典型日逐时冷负荷
M04,4,1,steam,3.8,t/h,4月典型日逐时蒸汽负荷
M04,4,2,electricity,1450,kW,4月典型日逐时电负荷
M04,4,2,cooling,700,kW,4月典型日逐时冷负荷
M04,4,2,steam,3.8,t/h,4月典型日逐时蒸汽负荷
M04,4,3,electricity,1450,kW,4月典型日逐时电负荷
M04,4,3,cooling,700,kW,4月典型日逐时冷负荷
M04,4,3,steam,3.8,t/h,4月典型日逐时蒸汽负荷
M04,4,4,electricity,1450,kW,4月典型日逐时电负荷
M04,4,4,cooling,700,kW,4月典型日逐时冷负荷
M04,4,4,steam,3.8,t/h,4月典型日逐时蒸汽负荷
M04,4,5,electricity,1450,kW,4月典型日逐时电负荷
M04,4,5,cooling,710,kW,4月典型日逐时冷负荷
M04,4,5,steam,4,t/h,4月典型日逐时蒸汽负荷
M04,4,6,electricity,1550,kW,4月典型日逐时电负荷
M04,4,6,cooling,730,kW,4月典型日逐时冷负荷
M04,4,6,steam,4.2,t/h,4月典型日逐时蒸汽负荷
M04,4,7,electricity,1850,kW,4月典型日逐时电负荷
M04,4,7,cooling,850,kW,4月典型日逐时冷负荷
M04,4,7,steam,5.2,t/h,4月典型日逐时蒸汽负荷
M04,4,8,electricity,2250,kW,4月典型日逐时电负荷
M04,4,8,cooling,1100,kW,4月典型日逐时冷负荷
M04,4,8,steam,6.2,t/h,4月典型日逐时蒸汽负荷
M04,4,9,electricity,2350,kW,4月典型日逐时电负荷
M04,4,9,cooling,1200,kW,4月典型日逐时冷负荷
M04,4,9,steam,6.5,t/h,4月典型日逐时蒸汽负荷
M04,4,10,electricity,2450,kW,4月典型日逐时电负荷
M04,4,10,cooling,1300,kW,4月典型日逐时冷负荷
M04,4,10,steam,6.8,t/h,4月典型日逐时蒸汽负荷
M04,4,11,electricity,2450,kW,4月典型日逐时电负荷
M04,4,11,cooling,1350,kW,4月典型日逐时冷负荷
M04,4,11,steam,6.8,t/h,4月典型日逐时蒸汽负荷
M04,4,12,electricity,2150,kW,4月典型日逐时电负荷
M04,4,12,cooling,1300,kW,4月典型日逐时冷负荷
M04,4,12,steam,5.8,t/h,4月典型日逐时蒸汽负荷
M04,4,13,electricity,2250,kW,4月典型日逐时电负荷
M04,4,13,cooling,1350,kW,4月典型日逐时冷负荷
M04,4,13,steam,6.2,t/h,4月典型日逐时蒸汽负荷; fixed from shifted row
M04,4,14,electricity,2450,kW,4月典型日逐时电负荷
M04,4,14,cooling,1400,kW,4月典型日逐时冷负荷
M04,4,14,steam,6.5,t/h,4月典型日逐时蒸汽负荷
M04,4,15,electricity,2450,kW,4月典型日逐时电负荷
M04,4,15,cooling,1400,kW,4月典型日逐时冷负荷
M04,4,15,steam,6.5,t/h,4月典型日逐时蒸汽负荷
M04,4,16,electricity,2450,kW,4月典型日逐时电负荷
M04,4,16,cooling,1350,kW,4月典型日逐时冷负荷
M04,4,16,steam,6.2,t/h,4月典型日逐时蒸汽负荷
M04,4,17,electricity,2350,kW,4月典型日逐时电负荷
M04,4,17,cooling,1200,kW,4月典型日逐时冷负荷
M04,4,17,steam,5.8,t/h,4月典型日逐时蒸汽负荷
M04,4,18,electricity,2250,kW,4月典型日逐时电负荷
M04,4,18,cooling,1100,kW,4月典型日逐时冷负荷
M04,4,18,steam,5.5,t/h,4月典型日逐时蒸汽负荷
M04,4,19,electricity,2250,kW,4月典型日逐时电负荷
M04,4,19,cooling,1000,kW,4月典型日逐时冷负荷
M04,4,19,steam,5.5,t/h,4月典型日逐时蒸汽负荷
M04,4,20,electricity,2250,kW,4月典型日逐时电负荷
M04,4,20,cooling,950,kW,4月典型日逐时冷负荷
M04,4,20,steam,5.2,t/h,4月典型日逐时蒸汽负荷
M04,4,21,electricity,2150,kW,4月典型日逐时电负荷
M04,4,21,cooling,850,kW,4月典型日逐时冷负荷
M04,4,21,steam,5,t/h,4月典型日逐时蒸汽负荷
M04,4,22,electricity,1950,kW,4月典型日逐时电负荷
M04,4,22,cooling,800,kW,4月典型日逐时冷负荷
M04,4,22,steam,4.5,t/h,4月典型日逐时蒸汽负荷
M04,4,23,electricity,1650,kW,4月典型日逐时电负荷
M04,4,23,cooling,750,kW,4月典型日逐时冷负荷
M04,4,23,steam,4.2,t/h,4月典型日逐时蒸汽负荷
M04,4,24,electricity,1450,kW,4月典型日逐时电负荷
M04,4,24,cooling,700,kW,4月典型日逐时冷负荷
M04,4,24,steam,4,t/h,4月典型日逐时蒸汽负荷
M05,5,1,electricity,1450,kW,5月典型日逐时电负荷
M05,5,1,cooling,1000,kW,5月典型日逐时冷负荷
M05,5,1,steam,3.5,t/h,5月典型日逐时蒸汽负荷
M05,5,2,electricity,1450,kW,5月典型日逐时电负荷
M05,5,2,cooling,1000,kW,5月典型日逐时冷负荷
M05,5,2,steam,3.5,t/h,5月典型日逐时蒸汽负荷
M05,5,3,electricity,1450,kW,5月典型日逐时电负荷
M05,5,3,cooling,1000,kW,5月典型日逐时冷负荷
M05,5,3,steam,3.5,t/h,5月典型日逐时蒸汽负荷
M05,5,4,electricity,1450,kW,5月典型日逐时电负荷
M05,5,4,cooling,1000,kW,5月典型日逐时冷负荷
M05,5,4,steam,3.5,t/h,5月典型日逐时蒸汽负荷
M05,5,5,electricity,1450,kW,5月典型日逐时电负荷
M05,5,5,cooling,1020,kW,5月典型日逐时冷负荷
M05,5,5,steam,3.8,t/h,5月典型日逐时蒸汽负荷
M05,5,6,electricity,1550,kW,5月典型日逐时电负荷
M05,5,6,cooling,1050,kW,5月典型日逐时冷负荷
M05,5,6,steam,4,t/h,5月典型日逐时蒸汽负荷
M05,5,7,electricity,1850,kW,5月典型日逐时电负荷
M05,5,7,cooling,1200,kW,5月典型日逐时冷负荷
M05,5,7,steam,5,t/h,5月典型日逐时蒸汽负荷
M05,5,8,electricity,2250,kW,5月典型日逐时电负荷
M05,5,8,cooling,1500,kW,5月典型日逐时冷负荷
M05,5,8,steam,5.8,t/h,5月典型日逐时蒸汽负荷
M05,5,9,electricity,2350,kW,5月典型日逐时电负荷
M05,5,9,cooling,1650,kW,5月典型日逐时冷负荷
M05,5,9,steam,6.2,t/h,5月典型日逐时蒸汽负荷
M05,5,10,electricity,2450,kW,5月典型日逐时电负荷
M05,5,10,cooling,1800,kW,5月典型日逐时冷负荷
M05,5,10,steam,6.5,t/h,5月典型日逐时蒸汽负荷
M05,5,11,electricity,2450,kW,5月典型日逐时电负荷
M05,5,11,cooling,1850,kW,5月典型日逐时冷负荷
M05,5,11,steam,6.5,t/h,5月典型日逐时蒸汽负荷
M05,5,12,electricity,2150,kW,5月典型日逐时电负荷
M05,5,12,cooling,1750,kW,5月典型日逐时冷负荷
M05,5,12,steam,5.5,t/h,5月典型日逐时蒸汽负荷
M05,5,13,electricity,2250,kW,5月典型日逐时电负荷
M05,5,13,cooling,1850,kW,5月典型日逐时冷负荷
M05,5,13,steam,5.8,t/h,5月典型日逐时蒸汽负荷
M05,5,14,electricity,2450,kW,5月典型日逐时电负荷
M05,5,14,cooling,1900,kW,5月典型日逐时冷负荷
M05,5,14,steam,6.2,t/h,5月典型日逐时蒸汽负荷
M05,5,15,electricity,2450,kW,5月典型日逐时电负荷
M05,5,15,cooling,1850,kW,5月典型日逐时冷负荷
M05,5,15,steam,6.2,t/h,5月典型日逐时蒸汽负荷
M05,5,16,electricity,2450,kW,5月典型日逐时电负荷
M05,5,16,cooling,1800,kW,5月典型日逐时冷负荷
M05,5,16,steam,5.8,t/h,5月典型日逐时蒸汽负荷
M05,5,17,electricity,2350,kW,5月典型日逐时电负荷
M05,5,17,cooling,1650,kW,5月典型日逐时冷负荷
M05,5,17,steam,5.5,t/h,5月典型日逐时蒸汽负荷
M05,5,18,electricity,2250,kW,5月典型日逐时电负荷
M05,5,18,cooling,1500,kW,5月典型日逐时冷负荷
M05,5,18,steam,5.2,t/h,5月典型日逐时蒸汽负荷
M05,5,19,electricity,2250,kW,5月典型日逐时电负荷
M05,5,19,cooling,1350,kW,5月典型日逐时冷负荷
M05,5,19,steam,5.2,t/h,5月典型日逐时蒸汽负荷
M05,5,20,electricity,2250,kW,5月典型日逐时电负荷
M05,5,20,cooling,1250,kW,5月典型日逐时冷负荷
M05,5,20,steam,5,t/h,5月典型日逐时蒸汽负荷
M05,5,21,electricity,2150,kW,5月典型日逐时电负荷
M05,5,21,cooling,1150,kW,5月典型日逐时冷负荷
M05,5,21,steam,4.8,t/h,5月典型日逐时蒸汽负荷
M05,5,22,electricity,1950,kW,5月典型日逐时电负荷
M05,5,22,cooling,1100,kW,5月典型日逐时冷负荷
M05,5,22,steam,4.2,t/h,5月典型日逐时蒸汽负荷
M05,5,23,electricity,1650,kW,5月典型日逐时电负荷
M05,5,23,cooling,1050,kW,5月典型日逐时冷负荷
M05,5,23,steam,3.8,t/h,5月典型日逐时蒸汽负荷
M05,5,24,electricity,1450,kW,5月典型日逐时电负荷
M05,5,24,cooling,1000,kW,5月典型日逐时冷负荷
M05,5,24,steam,3.6,t/h,5月典型日逐时蒸汽负荷
M06,6,1,electricity,1600,kW,6月典型日逐时电负荷
M06,6,1,cooling,1600,kW,6月典型日逐时冷负荷
M06,6,1,steam,3.5,t/h,6月典型日逐时蒸汽负荷
M06,6,2,electricity,1600,kW,6月典型日逐时电负荷
M06,6,2,cooling,1600,kW,6月典型日逐时冷负荷
M06,6,2,steam,3.5,t/h,6月典型日逐时蒸汽负荷
M06,6,3,electricity,1600,kW,6月典型日逐时电负荷
M06,6,3,cooling,1600,kW,6月典型日逐时冷负荷
M06,6,3,steam,3.5,t/h,6月典型日逐时蒸汽负荷
M06,6,4,electricity,1600,kW,6月典型日逐时电负荷
M06,6,4,cooling,1600,kW,6月典型日逐时冷负荷
M06,6,4,steam,3.5,t/h,6月典型日逐时蒸汽负荷
M06,6,5,electricity,1600,kW,6月典型日逐时电负荷
M06,6,5,cooling,1620,kW,6月典型日逐时冷负荷
M06,6,5,steam,3.8,t/h,6月典型日逐时蒸汽负荷
M06,6,6,electricity,1700,kW,6月典型日逐时电负荷
M06,6,6,cooling,1650,kW,6月典型日逐时冷负荷
M06,6,6,steam,4,t/h,6月典型日逐时蒸汽负荷
M06,6,7,electricity,2000,kW,6月典型日逐时电负荷
M06,6,7,cooling,1800,kW,6月典型日逐时冷负荷
M06,6,7,steam,5,t/h,6月典型日逐时蒸汽负荷
M06,6,8,electricity,2400,kW,6月典型日逐时电负荷
M06,6,8,cooling,2200,kW,6月典型日逐时冷负荷
M06,6,8,steam,5.8,t/h,6月典型日逐时蒸汽负荷
M06,6,9,electricity,2500,kW,6月典型日逐时电负荷
M06,6,9,cooling,2400,kW,6月典型日逐时冷负荷
M06,6,9,steam,6.2,t/h,6月典型日逐时蒸汽负荷
M06,6,10,electricity,2600,kW,6月典型日逐时电负荷
M06,6,10,cooling,2550,kW,6月典型日逐时冷负荷
M06,6,10,steam,6.5,t/h,6月典型日逐时蒸汽负荷
M06,6,11,electricity,2600,kW,6月典型日逐时电负荷
M06,6,11,cooling,2600,kW,6月典型日逐时冷负荷
M06,6,11,steam,6.5,t/h,6月典型日逐时蒸汽负荷
M06,6,12,electricity,2300,kW,6月典型日逐时电负荷
M06,6,12,cooling,2500,kW,6月典型日逐时冷负荷
M06,6,12,steam,5.5,t/h,6月典型日逐时蒸汽负荷
M06,6,13,electricity,2400,kW,6月典型日逐时电负荷
M06,6,13,cooling,2600,kW,6月典型日逐时冷负荷
M06,6,13,steam,5.8,t/h,6月典型日逐时蒸汽负荷
M06,6,14,electricity,2600,kW,6月典型日逐时电负荷
M06,6,14,cooling,2650,kW,6月典型日逐时冷负荷
M06,6,14,steam,6.2,t/h,6月典型日逐时蒸汽负荷
M06,6,15,electricity,2600,kW,6月典型日逐时电负荷
M06,6,15,cooling,2600,kW,6月典型日逐时冷负荷
M06,6,15,steam,6.2,t/h,6月典型日逐时蒸汽负荷
M06,6,16,electricity,2600,kW,6月典型日逐时电负荷
M06,6,16,cooling,2550,kW,6月典型日逐时冷负荷
M06,6,16,steam,5.8,t/h,6月典型日逐时蒸汽负荷
M06,6,17,electricity,2500,kW,6月典型日逐时电负荷
M06,6,17,cooling,2400,kW,6月典型日逐时冷负荷
M06,6,17,steam,5.5,t/h,6月典型日逐时蒸汽负荷
M06,6,18,electricity,2400,kW,6月典型日逐时电负荷
M06,6,18,cooling,2200,kW,6月典型日逐时冷负荷
M06,6,18,steam,5.2,t/h,6月典型日逐时蒸汽负荷
M06,6,19,electricity,2400,kW,6月典型日逐时电负荷
M06,6,19,cooling,2000,kW,6月典型日逐时冷负荷
M06,6,19,steam,5.2,t/h,6月典型日逐时蒸汽负荷
M06,6,20,electricity,2400,kW,6月典型日逐时电负荷
M06,6,20,cooling,1900,kW,6月典型日逐时冷负荷
M06,6,20,steam,5,t/h,6月典型日逐时蒸汽负荷
M06,6,21,electricity,2300,kW,6月典型日逐时电负荷
M06,6,21,cooling,1800,kW,6月典型日逐时冷负荷
M06,6,21,steam,4.8,t/h,6月典型日逐时蒸汽负荷
M06,6,22,electricity,2100,kW,6月典型日逐时电负荷
M06,6,22,cooling,1700,kW,6月典型日逐时冷负荷
M06,6,22,steam,4.2,t/h,6月典型日逐时蒸汽负荷
M06,6,23,electricity,1800,kW,6月典型日逐时电负荷
M06,6,23,cooling,1650,kW,6月典型日逐时冷负荷
M06,6,23,steam,3.8,t/h,6月典型日逐时蒸汽负荷
M06,6,24,electricity,1600,kW,6月典型日逐时电负荷
M06,6,24,cooling,1600,kW,6月典型日逐时冷负荷
M06,6,24,steam,3.6,t/h,6月典型日逐时蒸汽负荷
M07,7,1,electricity,1600,kW,7月典型日逐时电负荷
M07,7,1,cooling,1800,kW,7月典型日逐时冷负荷
M07,7,1,steam,3.2,t/h,7月典型日逐时蒸汽负荷
M07,7,2,electricity,1600,kW,7月典型日逐时电负荷
M07,7,2,cooling,1800,kW,7月典型日逐时冷负荷
M07,7,2,steam,3.2,t/h,7月典型日逐时蒸汽负荷
M07,7,3,electricity,1600,kW,7月典型日逐时电负荷
M07,7,3,cooling,1800,kW,7月典型日逐时冷负荷
